kb_id,kb_title,kb_category,chunk_excerpt,language,created_at
c6731490-cf8e-4f72-9c91-df2db07eedd4,"محاضرة الأستاذ رياض سويد.doc",google_drive,". الجــزء الثــاني: الاثار القانونية للاعتراض لقد نص الفصل 180 من م ا ج علي ان: *الاعتراض يوقف التنفيذ *. كما نص الفصل 182 من م. ا.ج بفقرته الاولي علي انه : * اذا حضر المعترض وكان اعتراضه مقبولا شكلا فان الحكم يلغي بالنسبة لجميع الاوجه المعترض في شانها . * و المتامل في احكام هذين الفصلين يستنتج امرين اثنين : الامر الاول : ان عبارة الاعتراض الواردة بالفصلين المذكورين قد وردت عامة بحيث تنسحب علي جميع الاحكام دون استثناء سواء كانت ابتدائية الدرجة او نهائية كما تشمل ايضا الحكم الغيابي بفرعيه الجزائي",AR,Thu Feb 12 2026 16:03:55 GMT+0100 (heure normale d’Europe centrale)
c6731490-cf8e-4f72-9c91-df2db07eedd4,"محاضرة الأستاذ رياض سويد.doc",google_drive,"المحكوم به هو الاعدام فان المعترض يسجن، و لا ينفذ العقاب الا بعد البت في الاعتراض .* وهذا الاستثناء الذي اقره المشرع في خصوص الجرائم التي تكتسي صبغة الجنايات املته خطورة هذه الجرائم علي المجتمع وخطورة مقترفيها بحيث تستدعي التدخل السريع لردعهم و الزج بهم بالسجن بمجرد القاء القبض عليهم. اما اذا كان الحكم الغيابي قد قضي بعقوبة الاعدام فانه يقع ايداع المحكوم عليه بالسجن حال القاء القبض عليه. الا ان اعتراضه علي ذلك الحكم يوقف تنفيذه و لا ينفذ عليه الا بعد البت في مطلب الاعتراض. *الحكم الغيابي القاضي ",AR,Thu Feb 12 2026 16:03:55 GMT+0100 (heure normale d’Europe centrale)
c6731490-cf8e-4f72-9c91-df2db07eedd4,"محاضرة الأستاذ رياض سويد.doc",google_drive,"تطبيقا لمبدا عدم جواز المعارضة علي المعارضة الا انه يبقي قابلا للطعن بوجه الاستئناف تطبيقا لاحكام الفصل 183 من كم ا ج الذي نص علي انه :* اذا لم يحضر المعترض يحكم برفض اعتراضه بدون تامل في الاصل و لا يتسني له الطعن في هذا الحكم الا بطريق الاستئناف . * - ان الاثر الالغائي للحكم الغيابي يبتدئ مفعوله من تاريخ الحكم بقبول الاعتراض شكلا بخلاف الاثر التعليقي الذي تنتج اثاره بمجرد التصريح بالمعارضة امام كتابة المحكمة اي قبل البت في مطلب الاعتراض . ويختلف القانوني التونسي في هذه المسالة مع عدة قوانين اخر",AR,Thu Feb 12 2026 16:03:55 GMT+0100 (heure normale d’Europe centrale)
c6731490-cf8e-4f72-9c91-df2db07eedd4,"محاضرة الأستاذ رياض سويد.doc",google_drive,"كما انه اذا كان الحكم الغيابي يقضي بالنفاذ العاجل بالنسبة للعقوبة البدنية تطبيقا لاحكام الفصل 173 من م ا ج فان التصريح بقبول الاعتراض شكلا يلغي مضمون ذلك الحكم و يصبح المعترض بحالة سراح ان وقع تقديمه للمحكمة بحالة ايقاف اثر تنفيذ منشور التفتيش او تقدم المعترض تلقائيا اليها . الا انه يمكن للمحكمة بعد النظر مجددا في القضية ان تحكم عليه بحكم جديد يقضي مضمونه بالنفاذ العاجل كما يكنها ان تصدر في شانه بطاقة ايداع في حالة تاخير القضية لاي سبب كان تطبيقا لاحكام الفصلين 173 و الفصل169 من م ا ج الذي نص في",AR,Thu Feb 12 2026 16:03:55 GMT+0100 (heure normale d’Europe centrale)
c6731490-cf8e-4f72-9c91-df2db07eedd4,"محاضرة الأستاذ رياض سويد.doc",google_drive,"لها . وحيث ان تمسك الطاعن من ان كاتب المحكمة ملزم بعد ذلك باعلام المعترض شخصيا بموعد الجلسة وهو تاويل فاقد للاساس القانوني ومخالف لمقتضيات الفصل 175 من م.ا.ج والقواعد المعمول بها في مادة الاعلام بالجلسات و بالاحكام ومتعذر التنفيذ بما يؤدي الي تعطيل صدور الاحكام او تعطيل تنفيذها . فالفصل 175 من م ا ج اوجب علي كاتب المحكمة اعلام المعترض و لم يوجب ان يكون الاعلام شخصيا فينصرف للمعني الاصطلاحي و هو الاعلام القانوني فيتم الاعلام للشخص نفسه او بواسطة و الواسطة في هذه الحالة هو النائب الذي قدم الاعتراض",AR,Thu Feb 12 2026 16:03:55 GMT+0100 (heure normale d’Europe centrale)
77ea7cb4-1e5b-4f3d-bcd0-5a82a7ae0e6f,"Projet du Code des Changes 2024 - Article 53 - قانون 🇹🇳",legislation,"Article 53 Projet du Code des Changes 2024 Sont abrogées, toutes dispositions antérieures contraires ou faisant double emploi avec celles dudit code et notamment : la loi n°76-18 du 21 janvier 1976, portant refonte et codification de la législation des changes et du commerce extérieur régissant les relations entre la Tunisie et les pays étrangers telle que modifiée par les textes subséquents ; le décret n°77-608 du 27 juillet 1977, fixant les conditions d'application de la loi n°76-18 du 21 janv",MIXED,Thu Feb 12 2026 10:43:39 GMT+0100 (heure normale d’Europe centrale)
5723348a-a815-4dd4-9758-555b07b31cf6,"مجلة الإجراءات الجزائية - الفصل 182 - قانون 🇹🇳",legislation,"الفصل 182 مجلة الاجراءات الجزائية اذا حضر وكان اعتراضه مقبولا شكلا، فان الحكم يلغي بالنسبة لجميع الاوجه في شانها سواء كانت صبغتها مدنية او جزائية ويعاد الحكم في القضية ولا لزوم لاستدعاء الشهود الذين سبق سماعهم بالجلسة الصادر فيها الحكم لاغيابي.ولا ينتفع بالاعتراض الا من قام به.",AR,Thu Feb 12 2026 10:22:28 GMT+0100 (heure normale d’Europe centrale)
bd6f526f-e90e-4630-b86f-117b4aa22d7b,"مجلة الإجراءات الجزائية - الفصل 359 - قانون 🇹🇳",legislation,"الفصل 359 مجلة الاجراءات الجزائية (نقح بالقانون عدد 73 لسنة 2001 المؤرخ في 11 جويلية 2001).- اذا من جديد علي المتمتع بالسراح الشرطي او خالف الشروط التي وضعت لسراحة جاز لوزير العدل ان يلغي السراح بقرار بعد اخذ راي .وفي صورة التاكد يجوز لوكيل الجمهورية ان ياذن بايقاف المعني بالامر تحفظيا، علي ان يرفع الامر حالا الي السراح الشرطي.",AR,Thu Feb 12 2026 10:23:45 GMT+0100 (heure normale d’Europe centrale)
c07425d2-ae53-4f18-822b-82fa2653016a,"مجلة التجارة البحرية - الفصل 251 - قانون 🇹🇳",legislation,"الفصل 251 مجلة التجارة البحرية يعين الحاكم الاجر حسب الظروف علي اساس: - النجاح الحاصل، ومجهودات المسعفين وفضلهم، والخطر الذي تعرضت له السفينة المساعدة وركابها وطاقمها وحمولتها والمنقذون والسفينة القائمة بالانقاذ، والمدة المستغرقة، والمصاريف والاضرار الحاصلة، واخطار المسؤولية وغيرها من الاخطار التي تعرض لها المنقذون، وقيمة الادوات التي استعملوها مع مراعاة اعداد واختصاص السفينة القائمة بالمساعدة عند الاقتضاء، ذلك من جهة. - ومن اخري قيمة الاشياء التي انقذت. وتنطبق نفس الاحكام علي توزيع الاجر المنصو",AR,Thu Feb 12 2026 10:41:35 GMT+0100 (heure normale d’Europe centrale)
1e44c82c-fd77-454c-9877-fd7c3659e268,"مجلة الصحافة - قانون 🇹🇳",legislation,"مجلة الصحافة ABROGE PAR LE DECRET-LOI N°2011-115 du 2 NOVEMBRE 2011 Loi n° 1975-32 Jort n° 29 du 28 avril 1975 الفصل 1",MIXED,Thu Feb 12 2026 09:52:50 GMT+0100 (heure normale d’Europe centrale)
c4436f01-18e4-4208-89c6-f266242beb11,"مشروع قانون يتعلق بتنظيم عقود الشغل ومنع المناولة - الفصل 4 - قانون 🇹🇳",legislation,"الفصل 4 مشروع قانون يتعلق بتنظيم عقود الشغل ومنع المناولة يلغي الفصلان 28 و29 من الفصول الواردة بالفصل 234 من مجلة الشغل. كما يلغي الفصل 30 من الفصول الواردة بالفصل 234 مكرر من مجلة الشغل.",AR,Thu Feb 12 2026 10:16:54 GMT+0100 (heure normale d’Europe centrale)
